protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,study_eq_labels,url,study_duration_months,study_duration_years
NCT02919111,1194.0,1194.0,2,https://clinicaltrials.gov/study/NCT02919111,39.8,3.3166666666666664
NCT01505920,457.0,457.0,0,https://clinicaltrials.gov/study/NCT01505920,15.233333333333333,1.2694444444444444
NCT02388919,679.0,680.0,1,https://clinicaltrials.gov/study/NCT02388919,22.666666666666668,1.888888888888889
NCT01300351,1096.0,1096.0,1,https://clinicaltrials.gov/study/NCT01300351,36.53333333333333,3.0444444444444443
NCT03189719,1073.0,2176.0,3,https://clinicaltrials.gov/study/NCT03189719,72.53333333333333,6.044444444444444
NCT01600014,641.0,641.0,0,https://clinicaltrials.gov/study/NCT01600014,21.366666666666667,1.7805555555555557
NCT02282020,1342.0,2720.0,4,https://clinicaltrials.gov/study/NCT02282020,90.66666666666667,7.555555555555556
NCT02114385,394.0,394.0,0,https://clinicaltrials.gov/study/NCT02114385,13.133333333333333,1.0944444444444443
NCT03743064,1294.0,1466.0,2,https://clinicaltrials.gov/study/NCT03743064,48.86666666666667,4.072222222222222
NCT03006705,2024.0,2250.0,4,https://clinicaltrials.gov/study/NCT03006705,75.0,6.25
NCT01774344,1021.0,2243.0,4,https://clinicaltrials.gov/study/NCT01774344,74.76666666666667,6.230555555555555
NCT03306992,1666.0,1666.0,3,https://clinicaltrials.gov/study/NCT03306992,55.53333333333333,4.627777777777777
NCT03616444,1668.0,1668.0,3,https://clinicaltrials.gov/study/NCT03616444,55.6,4.633333333333334
NCT02116803,915.0,915.0,1,https://clinicaltrials.gov/study/NCT02116803,30.5,2.5416666666666665
NCT02409342,1660.0,2423.0,4,https://clinicaltrials.gov/study/NCT02409342,80.76666666666667,6.730555555555555
NCT02547233,366.0,731.0,1,https://clinicaltrials.gov/study/NCT02547233,24.366666666666667,2.0305555555555554
NCT03197935,984.0,1892.0,3,https://clinicaltrials.gov/study/NCT03197935,63.06666666666667,5.2555555555555555
NCT03691090,697.0,1244.0,2,https://clinicaltrials.gov/study/NCT03691090,41.46666666666667,3.4555555555555557
NCT02950051,2634.0,2634.0,4,https://clinicaltrials.gov/study/NCT02950051,87.8,7.316666666666666
NCT03196791,1034.0,1065.0,1,https://clinicaltrials.gov/study/NCT03196791,35.5,2.9583333333333335
NCT02247830,670.0,731.0,1,https://clinicaltrials.gov/study/NCT02247830,24.366666666666667,2.0305555555555554
NCT02586350,1187.0,1187.0,2,https://clinicaltrials.gov/study/NCT02586350,39.56666666666667,3.2972222222222225
NCT03169335,452.0,472.0,0,https://clinicaltrials.gov/study/NCT03169335,15.733333333333333,1.3111111111111111
NCT03745170,914.0,1402.0,2,https://clinicaltrials.gov/study/NCT03745170,46.733333333333334,3.8944444444444444
NCT02304107,610.0,610.0,0,https://clinicaltrials.gov/study/NCT02304107,20.333333333333332,1.6944444444444444
NCT02213263,1119.0,1297.0,2,https://clinicaltrials.gov/study/NCT02213263,43.233333333333334,3.602777777777778
NCT02564276,425.0,516.0,0,https://clinicaltrials.gov/study/NCT02564276,17.2,1.4333333333333333
NCT01424566,1106.0,1277.0,2,https://clinicaltrials.gov/study/NCT01424566,42.56666666666667,3.5472222222222225
NCT02775435,663.0,2653.0,4,https://clinicaltrials.gov/study/NCT02775435,88.43333333333334,7.3694444444444445
NCT02426125,648.0,2570.0,4,https://clinicaltrials.gov/study/NCT02426125,85.66666666666667,7.138888888888889
NCT02551341,488.0,519.0,0,https://clinicaltrials.gov/study/NCT02551341,17.3,1.4416666666666667
NCT01313689,1069.0,2202.0,3,https://clinicaltrials.gov/study/NCT01313689,73.4,6.116666666666667
NCT03673137,668.0,698.0,1,https://clinicaltrials.gov/study/NCT03673137,23.266666666666666,1.9388888888888889
NCT01744366,850.0,850.0,1,https://clinicaltrials.gov/study/NCT01744366,28.333333333333332,2.361111111111111
NCT03241914,1080.0,1080.0,1,https://clinicaltrials.gov/study/NCT03241914,36.0,3.0
NCT01462890,3348.0,3683.0,4,https://clinicaltrials.gov/study/NCT01462890,122.76666666666667,10.230555555555556
NCT01715129,273.0,273.0,0,https://clinicaltrials.gov/study/NCT01715129,9.1,0.7583333333333333
NCT02273167,304.0,304.0,0,https://clinicaltrials.gov/study/NCT02273167,10.133333333333333,0.8444444444444444
NCT05074589,1393.0,1505.0,2,https://clinicaltrials.gov/study/NCT05074589,50.166666666666664,4.180555555555555
NCT03306264,1262.0,1867.0,3,https://clinicaltrials.gov/study/NCT03306264,62.233333333333334,5.186111111111111
NCT02109068,1096.0,1096.0,1,https://clinicaltrials.gov/study/NCT02109068,36.53333333333333,3.0444444444444443
NCT01351116,1705.0,1919.0,3,https://clinicaltrials.gov/study/NCT01351116,63.96666666666667,5.330555555555556
NCT02864394,1097.0,2228.0,4,https://clinicaltrials.gov/study/NCT02864394,74.26666666666667,6.188888888888889
NCT02611804,305.0,305.0,0,https://clinicaltrials.gov/study/NCT02611804,10.166666666666666,0.8472222222222222
NCT01351415,1827.0,1827.0,3,https://clinicaltrials.gov/study/NCT01351415,60.9,5.075
NCT04650854,1086.0,1086.0,1,https://clinicaltrials.gov/study/NCT04650854,36.2,3.016666666666667
NCT01781468,2160.0,2388.0,4,https://clinicaltrials.gov/study/NCT01781468,79.6,6.633333333333333
NCT04902885,190.0,585.0,0,https://clinicaltrials.gov/study/NCT04902885,19.5,1.625
NCT03027557,761.0,925.0,1,https://clinicaltrials.gov/study/NCT03027557,30.833333333333332,2.569444444444444
NCT01783353,243.0,243.0,0,https://clinicaltrials.gov/study/NCT01783353,8.1,0.6749999999999999
NCT01901146,1102.0,1369.0,2,https://clinicaltrials.gov/study/NCT01901146,45.63333333333333,3.8027777777777776
NCT01564537,791.0,3478.0,4,https://clinicaltrials.gov/study/NCT01564537,115.93333333333334,9.661111111111111
NCT04237090,196.0,203.0,0,https://clinicaltrials.gov/study/NCT04237090,6.766666666666667,0.5638888888888889
NCT02149524,700.0,1037.0,1,https://clinicaltrials.gov/study/NCT02149524,34.56666666666667,2.880555555555556
NCT01707966,730.0,1399.0,2,https://clinicaltrials.gov/study/NCT01707966,46.63333333333333,3.886111111111111
NCT03125070,1127.0,1158.0,2,https://clinicaltrials.gov/study/NCT03125070,38.6,3.216666666666667
NCT04239716,303.0,303.0,0,https://clinicaltrials.gov/study/NCT04239716,10.1,0.8416666666666667
NCT03766295,2345.0,2345.0,4,https://clinicaltrials.gov/study/NCT03766295,78.16666666666667,6.513888888888889
NCT02340728,1765.0,1765.0,3,https://clinicaltrials.gov/study/NCT02340728,58.833333333333336,4.902777777777778
NCT01786694,365.0,396.0,0,https://clinicaltrials.gov/study/NCT01786694,13.2,1.0999999999999999
NCT01767714,579.0,579.0,0,https://clinicaltrials.gov/study/NCT01767714,19.3,1.6083333333333334
NCT02472145,905.0,905.0,1,https://clinicaltrials.gov/study/NCT02472145,30.166666666666668,2.513888888888889
NCT02820948,425.0,425.0,0,https://clinicaltrials.gov/study/NCT02820948,14.166666666666666,1.1805555555555556
NCT01631175,1065.0,1065.0,1,https://clinicaltrials.gov/study/NCT01631175,35.5,2.9583333333333335
NCT01631357,1461.0,1461.0,2,https://clinicaltrials.gov/study/NCT01631357,48.7,4.058333333333334
NCT04186845,339.0,525.0,0,https://clinicaltrials.gov/study/NCT04186845,17.5,1.4583333333333333
NCT03367572,2126.0,2126.0,3,https://clinicaltrials.gov/study/NCT03367572,70.86666666666666,5.905555555555555
NCT02256436,686.0,2171.0,3,https://clinicaltrials.gov/study/NCT02256436,72.36666666666666,6.030555555555555
NCT01520701,3895.0,3895.0,4,https://clinicaltrials.gov/study/NCT01520701,129.83333333333334,10.819444444444445
NCT01905657,782.0,2609.0,4,https://clinicaltrials.gov/study/NCT01905657,86.96666666666667,7.247222222222223
NCT01402336,2040.0,2040.0,3,https://clinicaltrials.gov/study/NCT01402336,68.0,5.666666666666667
NCT02504489,1939.0,2000.0,3,https://clinicaltrials.gov/study/NCT02504489,66.66666666666667,5.555555555555556
NCT01847274,1036.0,3110.0,4,https://clinicaltrials.gov/study/NCT01847274,103.66666666666667,8.63888888888889
NCT02989857,710.0,1547.0,2,https://clinicaltrials.gov/study/NCT02989857,51.56666666666667,4.2972222222222225
NCT01856543,1341.0,1341.0,2,https://clinicaltrials.gov/study/NCT01856543,44.7,3.725
NCT02644408,1887.0,2253.0,4,https://clinicaltrials.gov/study/NCT02644408,75.1,6.258333333333333
NCT04075058,2010.0,2010.0,3,https://clinicaltrials.gov/study/NCT04075058,67.0,5.583333333333333
NCT01419665,1317.0,2244.0,4,https://clinicaltrials.gov/study/NCT01419665,74.8,6.233333333333333
NCT02566395,2601.0,2632.0,4,https://clinicaltrials.gov/study/NCT02566395,87.73333333333333,7.311111111111111
NCT02697734,989.0,1550.0,2,https://clinicaltrials.gov/study/NCT02697734,51.666666666666664,4.305555555555555
NCT03285477,227.0,583.0,0,https://clinicaltrials.gov/study/NCT03285477,19.433333333333334,1.6194444444444445
NCT01712789,2591.0,2591.0,4,https://clinicaltrials.gov/study/NCT01712789,86.36666666666666,7.197222222222222
NCT03302234,992.0,1728.0,3,https://clinicaltrials.gov/study/NCT03302234,57.6,4.8
NCT04642469,912.0,1141.0,2,https://clinicaltrials.gov/study/NCT04642469,38.03333333333333,3.1694444444444443
NCT03824925,686.0,725.0,1,https://clinicaltrials.gov/study/NCT03824925,24.166666666666668,2.013888888888889
NCT02044380,702.0,702.0,1,https://clinicaltrials.gov/study/NCT02044380,23.4,1.95
NCT04614662,807.0,814.0,1,https://clinicaltrials.gov/study/NCT04614662,27.133333333333333,2.261111111111111
NCT01918098,1306.0,1306.0,2,https://clinicaltrials.gov/study/NCT01918098,43.53333333333333,3.6277777777777778
NCT02764801,2070.0,2497.0,4,https://clinicaltrials.gov/study/NCT02764801,83.23333333333333,6.936111111111111
NCT01461928,2356.0,2356.0,4,https://clinicaltrials.gov/study/NCT01461928,78.53333333333333,6.544444444444444
NCT03812510,293.0,316.0,0,https://clinicaltrials.gov/study/NCT03812510,10.533333333333333,0.8777777777777778
NCT02371369,686.0,2181.0,3,https://clinicaltrials.gov/study/NCT02371369,72.7,6.058333333333334
NCT03504423,1011.0,1150.0,2,https://clinicaltrials.gov/study/NCT03504423,38.333333333333336,3.1944444444444446
NCT04508309,1004.0,1004.0,1,https://clinicaltrials.gov/study/NCT04508309,33.46666666666667,2.788888888888889
NCT03682224,1521.0,1521.0,2,https://clinicaltrials.gov/study/NCT03682224,50.7,4.2250000000000005
NCT03590119,1492.0,1492.0,2,https://clinicaltrials.gov/study/NCT03590119,49.733333333333334,4.144444444444445
NCT03345095,1489.0,1800.0,3,https://clinicaltrials.gov/study/NCT03345095,60.0,5.0
NCT04361279,1030.0,1030.0,1,https://clinicaltrials.gov/study/NCT04361279,34.333333333333336,2.861111111111111
NCT02785939,1004.0,1734.0,3,https://clinicaltrials.gov/study/NCT02785939,57.8,4.816666666666666
NCT02845479,725.0,731.0,1,https://clinicaltrials.gov/study/NCT02845479,24.366666666666667,2.0305555555555554
NCT02191540,731.0,851.0,1,https://clinicaltrials.gov/study/NCT02191540,28.366666666666667,2.363888888888889
NCT01598298,1296.0,2045.0,3,https://clinicaltrials.gov/study/NCT01598298,68.16666666666667,5.680555555555556
NCT01672892,1125.0,3487.0,4,https://clinicaltrials.gov/study/NCT01672892,116.23333333333333,9.686111111111112
NCT01940497,872.0,1593.0,2,https://clinicaltrials.gov/study/NCT01940497,53.1,4.425
NCT03703310,678.0,678.0,1,https://clinicaltrials.gov/study/NCT03703310,22.6,1.8833333333333335
NCT01483118,792.0,1127.0,1,https://clinicaltrials.gov/study/NCT01483118,37.56666666666667,3.130555555555556
NCT02807181,2099.0,2099.0,3,https://clinicaltrials.gov/study/NCT02807181,69.96666666666667,5.830555555555556
NCT02953340,394.0,726.0,1,https://clinicaltrials.gov/study/NCT02953340,24.2,2.0166666666666666
NCT02752074,566.0,1151.0,2,https://clinicaltrials.gov/study/NCT02752074,38.36666666666667,3.1972222222222224
NCT03056638,2332.0,2332.0,4,https://clinicaltrials.gov/study/NCT03056638,77.73333333333333,6.477777777777778
NCT02448381,1644.0,1797.0,3,https://clinicaltrials.gov/study/NCT02448381,59.9,4.991666666666666
NCT02247232,2402.0,2643.0,4,https://clinicaltrials.gov/study/NCT02247232,88.1,7.341666666666666
NCT03103321,874.0,1230.0,2,https://clinicaltrials.gov/study/NCT03103321,41.0,3.4166666666666665
NCT03687515,702.0,1064.0,1,https://clinicaltrials.gov/study/NCT03687515,35.46666666666667,2.9555555555555557
NCT02178956,1085.0,1085.0,1,https://clinicaltrials.gov/study/NCT02178956,36.166666666666664,3.013888888888889
NCT02406092,2087.0,2087.0,3,https://clinicaltrials.gov/study/NCT02406092,69.56666666666666,5.797222222222222
NCT01802333,1584.0,1584.0,2,https://clinicaltrials.gov/study/NCT01802333,52.8,4.3999999999999995
NCT05046951,399.0,399.0,0,https://clinicaltrials.gov/study/NCT05046951,13.3,1.1083333333333334
NCT02468739,550.0,580.0,0,https://clinicaltrials.gov/study/NCT02468739,19.333333333333332,1.611111111111111
NCT01669499,1552.0,1552.0,2,https://clinicaltrials.gov/study/NCT01669499,51.733333333333334,4.311111111111111
NCT02613507,644.0,2728.0,4,https://clinicaltrials.gov/study/NCT02613507,90.93333333333334,7.577777777777778
NCT02366143,1627.0,2078.0,3,https://clinicaltrials.gov/study/NCT02366143,69.26666666666667,5.772222222222222
NCT03850444,764.0,2229.0,4,https://clinicaltrials.gov/study/NCT03850444,74.3,6.191666666666666
NCT04209114,1218.0,1218.0,2,https://clinicaltrials.gov/study/NCT04209114,40.6,3.3833333333333333
NCT04842604,564.0,564.0,0,https://clinicaltrials.gov/study/NCT04842604,18.8,1.5666666666666667
NCT05108597,366.0,366.0,0,https://clinicaltrials.gov/study/NCT05108597,12.2,1.0166666666666666
NCT01309841,519.0,519.0,0,https://clinicaltrials.gov/study/NCT01309841,17.3,1.4416666666666667
NCT01259713,975.0,1006.0,1,https://clinicaltrials.gov/study/NCT01259713,33.53333333333333,2.7944444444444443
NCT01656161,396.0,396.0,0,https://clinicaltrials.gov/study/NCT01656161,13.2,1.0999999999999999
NCT03579602,1222.0,1295.0,2,https://clinicaltrials.gov/study/NCT03579602,43.166666666666664,3.597222222222222
NCT02342275,1796.0,1796.0,3,https://clinicaltrials.gov/study/NCT02342275,59.86666666666667,4.988888888888889
NCT01715597,1765.0,1765.0,3,https://clinicaltrials.gov/study/NCT01715597,58.833333333333336,4.902777777777778
NCT01685398,3833.0,3833.0,4,https://clinicaltrials.gov/study/NCT01685398,127.76666666666667,10.647222222222222
NCT03506815,426.0,457.0,0,https://clinicaltrials.gov/study/NCT03506815,15.233333333333333,1.2694444444444444
NCT03191786,1692.0,2235.0,4,https://clinicaltrials.gov/study/NCT03191786,74.5,6.208333333333333
NCT01515748,2579.0,3636.0,4,https://clinicaltrials.gov/study/NCT01515748,121.2,10.1
NCT01363479,489.0,489.0,0,https://clinicaltrials.gov/study/NCT01363479,16.3,1.3583333333333334
NCT03158220,425.0,425.0,0,https://clinicaltrials.gov/study/NCT03158220,14.166666666666666,1.1805555555555556
NCT02112175,2357.0,2357.0,4,https://clinicaltrials.gov/study/NCT02112175,78.56666666666666,6.547222222222222
NCT03727074,363.0,363.0,0,https://clinicaltrials.gov/study/NCT03727074,12.1,1.0083333333333333
NCT02673008,1028.0,1460.0,2,https://clinicaltrials.gov/study/NCT02673008,48.666666666666664,4.055555555555555
NCT02039726,1393.0,2322.0,4,https://clinicaltrials.gov/study/NCT02039726,77.4,6.45
NCT03257267,1287.0,2053.0,3,https://clinicaltrials.gov/study/NCT03257267,68.43333333333334,5.702777777777778
NCT02153398,670.0,670.0,0,https://clinicaltrials.gov/study/NCT02153398,22.333333333333332,1.861111111111111
NCT04627896,690.0,781.0,1,https://clinicaltrials.gov/study/NCT04627896,26.033333333333335,2.1694444444444447
NCT02655965,1279.0,1725.0,3,https://clinicaltrials.gov/study/NCT02655965,57.5,4.791666666666667
NCT03158688,761.0,1767.0,3,https://clinicaltrials.gov/study/NCT03158688,58.9,4.908333333333333
NCT02319135,1488.0,1853.0,3,https://clinicaltrials.gov/study/NCT02319135,61.766666666666666,5.147222222222222
NCT01889069,2127.0,2127.0,3,https://clinicaltrials.gov/study/NCT01889069,70.9,5.908333333333334
NCT02260804,787.0,1395.0,2,https://clinicaltrials.gov/study/NCT02260804,46.5,3.875
NCT02240017,1175.0,1636.0,3,https://clinicaltrials.gov/study/NCT02240017,54.53333333333333,4.544444444444444
NCT04385368,1140.0,1140.0,2,https://clinicaltrials.gov/study/NCT04385368,38.0,3.1666666666666665
NCT03426722,663.0,663.0,0,https://clinicaltrials.gov/study/NCT03426722,22.1,1.8416666666666668
NCT03663205,826.0,1738.0,3,https://clinicaltrials.gov/study/NCT03663205,57.93333333333333,4.8277777777777775
NCT05073315,441.0,441.0,0,https://clinicaltrials.gov/study/NCT05073315,14.7,1.2249999999999999
NCT01410955,731.0,762.0,1,https://clinicaltrials.gov/study/NCT01410955,25.4,2.1166666666666667
NCT03911310,354.0,538.0,0,https://clinicaltrials.gov/study/NCT03911310,17.933333333333334,1.4944444444444445
NCT02355886,1043.0,1408.0,2,https://clinicaltrials.gov/study/NCT02355886,46.93333333333333,3.911111111111111
NCT02766335,1493.0,2224.0,4,https://clinicaltrials.gov/study/NCT02766335,74.13333333333334,6.177777777777778
NCT05809336,1279.0,1279.0,2,https://clinicaltrials.gov/study/NCT05809336,42.63333333333333,3.5527777777777776
NCT02189083,549.0,641.0,0,https://clinicaltrials.gov/study/NCT02189083,21.366666666666667,1.7805555555555557
NCT02794324,820.0,820.0,1,https://clinicaltrials.gov/study/NCT02794324,27.333333333333332,2.2777777777777777
NCT01328951,1552.0,1583.0,2,https://clinicaltrials.gov/study/NCT01328951,52.766666666666666,4.397222222222222
NCT01718613,485.0,2007.0,3,https://clinicaltrials.gov/study/NCT01718613,66.9,5.575
NCT03802240,751.0,1450.0,2,https://clinicaltrials.gov/study/NCT03802240,48.333333333333336,4.027777777777778
NCT01964001,851.0,851.0,1,https://clinicaltrials.gov/study/NCT01964001,28.366666666666667,2.363888888888889
NCT02369016,2591.0,2591.0,4,https://clinicaltrials.gov/study/NCT02369016,86.36666666666666,7.197222222222222
NCT02737501,1524.0,1709.0,3,https://clinicaltrials.gov/study/NCT02737501,56.96666666666667,4.747222222222223
NCT01248403,2100.0,2922.0,4,https://clinicaltrials.gov/study/NCT01248403,97.4,8.116666666666667
NCT02569242,1775.0,1775.0,3,https://clinicaltrials.gov/study/NCT02569242,59.166666666666664,4.930555555555555
NCT03796858,600.0,600.0,0,https://clinicaltrials.gov/study/NCT03796858,20.0,1.6666666666666667
NCT01597778,3024.0,3024.0,4,https://clinicaltrials.gov/study/NCT01597778,100.8,8.4
NCT02511405,825.0,1156.0,2,https://clinicaltrials.gov/study/NCT02511405,38.53333333333333,3.211111111111111
NCT01461850,1156.0,1704.0,3,https://clinicaltrials.gov/study/NCT01461850,56.8,4.733333333333333
NCT03750786,1431.0,1431.0,2,https://clinicaltrials.gov/study/NCT03750786,47.7,3.975
NCT03162796,567.0,816.0,1,https://clinicaltrials.gov/study/NCT03162796,27.2,2.2666666666666666
NCT01572727,1034.0,1034.0,1,https://clinicaltrials.gov/study/NCT01572727,34.46666666666667,2.8722222222222222
NCT01721954,1332.0,1399.0,2,https://clinicaltrials.gov/study/NCT01721954,46.63333333333333,3.886111111111111
NCT05547386,601.0,601.0,0,https://clinicaltrials.gov/study/NCT05547386,20.033333333333335,1.6694444444444445
NCT05727098,119.0,119.0,0,https://clinicaltrials.gov/study/NCT05727098,3.966666666666667,0.33055555555555555
NCT01512745,851.0,851.0,1,https://clinicaltrials.gov/study/NCT01512745,28.366666666666667,2.363888888888889
NCT01715285,1357.0,3288.0,4,https://clinicaltrials.gov/study/NCT01715285,109.6,9.133333333333333
NCT03176238,2132.0,2132.0,3,https://clinicaltrials.gov/study/NCT03176238,71.06666666666666,5.922222222222222
NCT01539083,1447.0,2188.0,3,https://clinicaltrials.gov/study/NCT01539083,72.93333333333334,6.077777777777778
NCT01336205,610.0,610.0,0,https://clinicaltrials.gov/study/NCT01336205,20.333333333333332,1.6944444444444444
NCT03343145,746.0,928.0,1,https://clinicaltrials.gov/study/NCT03343145,30.933333333333334,2.577777777777778
NCT01950689,2310.0,2310.0,4,https://clinicaltrials.gov/study/NCT01950689,77.0,6.416666666666667
NCT01319994,761.0,914.0,1,https://clinicaltrials.gov/study/NCT01319994,30.466666666666665,2.5388888888888888
NCT04189107,813.0,813.0,1,https://clinicaltrials.gov/study/NCT04189107,27.1,2.2583333333333333
NCT01573442,1672.0,2222.0,4,https://clinicaltrials.gov/study/NCT01573442,74.06666666666666,6.172222222222222
NCT05204758,598.0,1753.0,3,https://clinicaltrials.gov/study/NCT05204758,58.43333333333333,4.8694444444444445
NCT04563936,428.0,428.0,0,https://clinicaltrials.gov/study/NCT04563936,14.266666666666667,1.1888888888888889
NCT02678351,1700.0,2053.0,3,https://clinicaltrials.gov/study/NCT02678351,68.43333333333334,5.702777777777778
NCT02144077,658.0,2416.0,4,https://clinicaltrials.gov/study/NCT02144077,80.53333333333333,6.711111111111111
NCT02667236,274.0,274.0,0,https://clinicaltrials.gov/study/NCT02667236,9.133333333333333,0.7611111111111111
NCT01375868,2618.0,2618.0,4,https://clinicaltrials.gov/study/NCT01375868,87.26666666666667,7.272222222222222
NCT01631565,1279.0,1340.0,2,https://clinicaltrials.gov/study/NCT01631565,44.666666666666664,3.722222222222222
NCT02120885,1214.0,1214.0,2,https://clinicaltrials.gov/study/NCT02120885,40.46666666666667,3.3722222222222222
NCT03914963,1582.0,1582.0,2,https://clinicaltrials.gov/study/NCT03914963,52.733333333333334,4.394444444444445
NCT01901042,305.0,305.0,0,https://clinicaltrials.gov/study/NCT01901042,10.166666666666666,0.8472222222222222
NCT01950182,2449.0,2449.0,4,https://clinicaltrials.gov/study/NCT01950182,81.63333333333334,6.802777777777778
NCT01341782,336.0,336.0,0,https://clinicaltrials.gov/study/NCT01341782,11.2,0.9333333333333332
NCT02395172,974.0,1715.0,3,https://clinicaltrials.gov/study/NCT02395172,57.166666666666664,4.763888888888888
NCT01234311,1433.0,1614.0,3,https://clinicaltrials.gov/study/NCT01234311,53.8,4.483333333333333
NCT03969121,891.0,891.0,1,https://clinicaltrials.gov/study/NCT03969121,29.7,2.475
NCT03607656,1606.0,2001.0,3,https://clinicaltrials.gov/study/NCT03607656,66.7,5.558333333333334
NCT02702401,951.0,1945.0,3,https://clinicaltrials.gov/study/NCT02702401,64.83333333333333,5.402777777777778
NCT02412878,645.0,1216.0,2,https://clinicaltrials.gov/study/NCT02412878,40.53333333333333,3.3777777777777778
NCT01441752,1216.0,1216.0,2,https://clinicaltrials.gov/study/NCT01441752,40.53333333333333,3.3777777777777778
NCT01342965,488.0,1127.0,1,https://clinicaltrials.gov/study/NCT01342965,37.56666666666667,3.130555555555556
NCT02811978,587.0,774.0,1,https://clinicaltrials.gov/study/NCT02811978,25.8,2.15
NCT04103398,1551.0,1551.0,2,https://clinicaltrials.gov/study/NCT04103398,51.7,4.308333333333334
NCT01288599,243.0,334.0,0,https://clinicaltrials.gov/study/NCT01288599,11.133333333333333,0.9277777777777777
NCT01471444,3330.0,3330.0,4,https://clinicaltrials.gov/study/NCT01471444,111.0,9.25
NCT01822314,1249.0,3621.0,4,https://clinicaltrials.gov/study/NCT01822314,120.7,10.058333333333334
NCT03728556,1620.0,1620.0,3,https://clinicaltrials.gov/study/NCT03728556,54.0,4.5
NCT01910987,1036.0,1036.0,1,https://clinicaltrials.gov/study/NCT01910987,34.53333333333333,2.8777777777777778
NCT04145531,929.0,929.0,1,https://clinicaltrials.gov/study/NCT04145531,30.966666666666665,2.5805555555555553
NCT02562066,1308.0,1369.0,2,https://clinicaltrials.gov/study/NCT02562066,45.63333333333333,3.8027777777777776
NCT03037541,1028.0,1028.0,1,https://clinicaltrials.gov/study/NCT03037541,34.266666666666666,2.8555555555555556
NCT03379727,1242.0,1242.0,2,https://clinicaltrials.gov/study/NCT03379727,41.4,3.4499999999999997
NCT04852679,382.0,599.0,0,https://clinicaltrials.gov/study/NCT04852679,19.966666666666665,1.6638888888888888
NCT01307397,1821.0,1821.0,3,https://clinicaltrials.gov/study/NCT01307397,60.7,5.058333333333334
NCT04102553,604.0,744.0,1,https://clinicaltrials.gov/study/NCT04102553,24.8,2.066666666666667
NCT01321554,974.0,2924.0,4,https://clinicaltrials.gov/study/NCT01321554,97.46666666666667,8.122222222222222
NCT03303066,1680.0,1708.0,3,https://clinicaltrials.gov/study/NCT03303066,56.93333333333333,4.7444444444444445
NCT02910726,2180.0,2180.0,3,https://clinicaltrials.gov/study/NCT02910726,72.66666666666667,6.055555555555556
NCT04549675,213.0,579.0,0,https://clinicaltrials.gov/study/NCT04549675,19.3,1.6083333333333334
NCT02741570,1678.0,2178.0,3,https://clinicaltrials.gov/study/NCT02741570,72.6,6.05
NCT01966003,619.0,619.0,0,https://clinicaltrials.gov/study/NCT01966003,20.633333333333333,1.7194444444444443
NCT02029157,1308.0,1308.0,2,https://clinicaltrials.gov/study/NCT02029157,43.6,3.6333333333333333
NCT02105636,526.0,2661.0,4,https://clinicaltrials.gov/study/NCT02105636,88.7,7.391666666666667
NCT02620371,182.0,182.0,0,https://clinicaltrials.gov/study/NCT02620371,6.066666666666666,0.5055555555555555
NCT01238172,2513.0,2936.0,4,https://clinicaltrials.gov/study/NCT01238172,97.86666666666666,8.155555555555555
NCT03685630,813.0,813.0,1,https://clinicaltrials.gov/study/NCT03685630,27.1,2.2583333333333333
NCT01828112,942.0,3787.0,4,https://clinicaltrials.gov/study/NCT01828112,126.23333333333333,10.519444444444444
NCT01853826,1748.0,3885.0,4,https://clinicaltrials.gov/study/NCT01853826,129.5,10.791666666666666
NCT03612011,20.0,325.0,0,https://clinicaltrials.gov/study/NCT03612011,10.833333333333334,0.9027777777777778
NCT02787239,943.0,943.0,1,https://clinicaltrials.gov/study/NCT02787239,31.433333333333334,2.6194444444444445
NCT03748953,1770.0,1770.0,3,https://clinicaltrials.gov/study/NCT03748953,59.0,4.916666666666667
NCT02267096,882.0,943.0,1,https://clinicaltrials.gov/study/NCT02267096,31.433333333333334,2.6194444444444445
NCT01718873,1309.0,2770.0,4,https://clinicaltrials.gov/study/NCT01718873,92.33333333333333,7.694444444444444
NCT01271712,387.0,3023.0,4,https://clinicaltrials.gov/study/NCT01271712,100.76666666666667,8.397222222222222
NCT02611960,1687.0,2356.0,4,https://clinicaltrials.gov/study/NCT02611960,78.53333333333333,6.544444444444444
NCT01325571,1157.0,1157.0,2,https://clinicaltrials.gov/study/NCT01325571,38.56666666666667,3.213888888888889
NCT01254630,2118.0,2118.0,3,https://clinicaltrials.gov/study/NCT01254630,70.6,5.883333333333333
NCT05254561,212.0,360.0,0,https://clinicaltrials.gov/study/NCT05254561,12.0,1.0
NCT04148599,890.0,893.0,1,https://clinicaltrials.gov/study/NCT04148599,29.766666666666666,2.4805555555555556
NCT02038036,553.0,2205.0,3,https://clinicaltrials.gov/study/NCT02038036,73.5,6.125
NCT01974024,1003.0,1034.0,1,https://clinicaltrials.gov/study/NCT01974024,34.46666666666667,2.8722222222222222
NCT01596933,671.0,671.0,0,https://clinicaltrials.gov/study/NCT01596933,22.366666666666667,1.863888888888889
NCT02320292,2209.0,3193.0,4,https://clinicaltrials.gov/study/NCT02320292,106.43333333333334,8.869444444444445
NCT02112370,731.0,762.0,1,https://clinicaltrials.gov/study/NCT02112370,25.4,2.1166666666666667
NCT02923258,1409.0,1835.0,3,https://clinicaltrials.gov/study/NCT02923258,61.166666666666664,5.097222222222222
